date	student_id	languages	best_language	app_experience	tech_experience
8/31/2020 17:14:04	324263217	Python,C,Java	Python	Web Back-End Applications, Mobile Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.), Containerization – Docker, Kubernetes, etc.
8/31/2020 20:44:05	978654324	C, C++, Python	Python	Command line scripts, Desktop GUI applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
9/1/2020 15:42:05	964533834	C, R, python, JavaScript, PHP	R	Web Front-End Applications (Javascript), Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Version Control (Git, SVN, Mercurial, etc.)
9/1/2020 17:22:11	856343534	Python, C++, C, Java	Python	Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
9/1/2020 17:42:59	532144567	C, HTML, CSS, Javascript, PHP, Python, R, Java	HTML, CSS, Javascript, PHP	Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
9/1/2020 18:34:11	123445632	JavaScript, TypeScript, Ruby, Python, C#	JavaScript, Ruby, TypeScript	Web Front-End Applications (Javascript), Web Back-End Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Automated Software Tests (Unit Tests, TDD, BDD, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.)
9/1/2020 22:11:08	543123762	C Python Java, html,css,Javascript,php,R	Python 	Web Front-End Applications (Javascript), Web Back-End Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.)
9/2/2020 0:44:31	343245614	C, Java, R, SQL, JavaScript	R	Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications, Database Driven Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.)
9/2/2020 10:36:49	246326543	C, C++,  JS, Python	C++, JS	Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
9/2/2020 11:14:33	721313453	Python, Java, C, C#, HTML, javascript	Python	Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications, Database Driven Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.)
9/2/2020 13:22:22	734223467	Python, R studio	Python	Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.)
9/2/2020 15:17:03	124325546	python, R, C++	Python, R	Command line scripts, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
9/23/2020 23:03:29	867345673	Python, R, tcl	Python	Command line scripts, Server-side Applications (other than Web back-end), Database Driven Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Containerization – Docker, Kubernetes, etc.
9/18/2020 10:19:16	783154631	C, C++, C#, Python	C++, Python	Mobile Applications, Firmware (including Raspberry Pi, etc.)	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.)
9/21/2020 11:01:51	731243525	c++,python,javascript	javascript	Command line scripts, Desktop GUI applications, Web Front-End Applications (Javascript), Web Back-End Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Version Control (Git, SVN, Mercurial, etc.)
